symbol,company_name,sector
VENU,Venu Holding Corporation Common Stock,Consumer Cyclical
VFL,abrdn National Municipal Income Fund Common Stock,Financial Services
VGZ,Vista Gold Corp Common Stock,Basic Materials
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Financial Services
VNRX,VolitionRX Limited Common Stock,Healthcare
VTAK,"Catheter Precision, Inc. Common Stock",Healthcare
VXX,iPath Series B S&P 500 VIX Short,Unknown
VXZ,iPath Series B S&P 500 VIX Mid,Unknown
VZLA,Vizsla Silver Corp. Common Shares,Basic Materials
WRN,Western Copper and Gold Corporation Common Stock,Basic Materials
WWR,"Westwater Resources, Inc. Common Stock",Basic Materials
WYY,WidePoint Corporation Common Stock,Technology
XPL,Solitario Resources Corp. Common Stock,Basic Materials
XTNT,"Xtant Medical Holdings, Inc. Common Stock",Healthcare
YCBD,"cbdMD, Inc. Common Stock",Healthcare
ZDGE,"Zedge, Inc. Class B Common Stock ",Communication Services
ZONE,CleanCore Solutions Inc. Class B Common Stock,Industrials
